,회차,날짜,댓글,답글,좋아요,싫어요
0,10,2020-11-03 23:40,나만 대머리 의명장 웃기나[성좌 대머리 의병장이 파탄난 민생에 분노합니다] [성좌 대머리 의병장이 민중 봉기를 원합니다] 이 대목보고 터졌는뎈ㅋㅋㄱㅋㄱ,0,0,0
0,10,2020-11-03 23:43,요리가 10렙인 이유는 적들에게 죽음을 맛보여줬기 때문이 아닐까요?,2,7185,89
0,10,2020-11-04 00:21,중혁이도 역시 한국인이네 밥은 소중하지 고럼고럼,2,6317,22
0,10,2020-11-04 06:24,정희원 ㅋ 하는 표정 왤케 얄밉게 잘그려놨지 ㅋㅋㅋㅋ,0,0,0
0,10,2020-11-04 00:21,막컷 독자 표정 의연한거 개섹시,2,4641,40
0,10,2020-11-03 23:34,"護身罡氣 무협물에 나오는 기예로, 몸 주위에 강기(罡氣)의 장벽을 치거나 강기를 갑옷처럼 둘러 공격을 막는, 일종의 방어막이라 할 수 있다. 호신'강기'라는 걸 보면 알겠지만, 사실은 공격용으로 쓰이는 강기를 막처럼 만들어 방어에 사용하는 것이라서 강기의 응용이다. 그래서 강기처럼 다양한 운용이 가능하다고 설명하는 작품도 있다. 그래서 본격적으로 강기를 사용하는 단계에 오른 고수부터 사용할 수 있는 비기로 취급받는다. 무협소설마다 설정을 다르지만, 대체로 강기를 사용하는 이들 중 무위가 높은 이들부터 사용할 수 있다. 당연하게도 내공이 더욱 고강하고 호신강기에 익숙한 고수일수록 수준의 차이가 난다. 또한 검강보다 내력소모가 크다는 설정이 많다. 검같은 좁은 범위가 아니라 전신에서 뿜어대니 당연하다면 당연한 예",3,3484,47
0,10,2020-11-10 23:15,정보:뜬금 없지만 소설 기준으로 길영이는이미 화장실을 다녀왔다,22,36953,119
0,10,2020-11-10 23:15,괴물들: 처음 보는 사람들이 나오자마자 저희한테 뛰어오는데 이거 그린라이트인가요?,12,32096,160
0,10,2020-11-10 23:12,"중간에 독자폰에 남운이 대사.. ㅋㅋ ""되겠냐 띨빡아""지혜랑 남운이 멸살법에서 티키타카 할꺼 같아서 귀엽다",11,24889,135
0,10,2020-11-10 23:10,김독자 질문 방식:쉬운 A 또는 어려운 B 무조건 B가 답임,9,19488,99
0,10,2020-11-10 23:10,난 가끔 전독시 웹툰의 검열 범위를 모르겠어....한명오 촉수 쳐박히는건 블러넣고 피튀기는건 블러 안넣고,6,13979,194
0,10,2020-11-10 23:19,""" 그냥 똑같이 바닥에 그리면 안되는건가?"""" 되겠냐 띨빡아."" 김남운의 말이 이지혜가 화를 냈다. 멸살법뭔데ㅋㅋㅋㅋㅋ 존잼이네 나도 보고싶다",6,13010,44
0,10,2020-11-10 23:22,근데 독자네 일행 다른 어른들은 아직 윤리적인 관념에서 못벗어 났는데 어린나이인 길영이가 제일 잔혹한 이 사회에 적응했다는 게 너무 너무... 안타까울 따름... 어른들이 모두 성정이 좋은 것을 봐서는 잘 케어해주겠지만 길영아 행복해라,1,9364,45
0,10,2020-11-10 23:18,김남운 그린존 바닥에 그리면 안돼냐고 말하는거 무엇ㅋㅋㅋㅋ,0,0,0
0,10,2020-11-10 23:21,와 근데 저거는 김독자를 조금이라도 믿지 못하면 절대 못한다.. 걍 자살특공대아니냐ㅋㅋㅋ,0,0,0
0,10,2020-11-10 23:20,베댓님 또 있습니당 쉬운 A 어려운 B 그리고 상상도 못했던 C...,2,7029,205
0,10,2020-11-10 23:20,희원씨랑 독자 만난지 이틀인가 사흘 된거 아닌가ㅋㅋㄲㅋ 왜저렇게 찐친모먼트얔ㅋㅋㅋ,1,6241,39
0,10,2020-11-10 23:21,아니 근데 멸살법 잠깐 봤는데 재밌어보인다 땅강아지로 무기 만드는 거 알려주는 설명충 소설이여도....... 위액이 몇시간 단위로 분산되는지 알려주는 설명충 소설이여도.... 나름.... 재밌...어...보이네...?,1,6175,54
0,10,2020-11-10 23:20,"전부터 정희원이 김독자 계속 때리면서 말하고 ㅋㅋㅋㅋㅋㅋㅋ김독자는 반응이 ""아픕니다""밖에 없엌ㅋㅋㅋㅋㅋㅋ",0,0,0
0,10,2020-11-10 23:15,독자:여러분 여러분들은 제 말을 전적으로 믿으셔야합니다,3,4892,35
0,10,2020-11-12 23:09,유상아: 독자씨는 정말 짓궃어요.김독자: 착한사람이 아니라 죄송하군요 이거 빠졌네... 아쉽다ㅠㅠ,0,0,0
0,10,2020-11-17 23:14,혼자 다 해먹고 혼자 살아남고 혼자 떵떵거리다가 망한 소설 : 멸살법,16,56795,95
0,10,2020-11-17 23:09,잘생기다 1.사람의 얼굴이나 풍채가 훤하여 보기에 썩 좋게 생기다. 2.물건의 모양이 미끈하여 보기에 좋게 생기다. 3.유중혁,18,33559,374
0,10,2020-11-17 23:16,빛나다 1. 빛이 환하게 비치다. 2.빛이 반사되어 반짝거리거나 윤이 나다. 3.영광스럽고 훌륭하여 돋보이다. 4.눈이 맑은 빛을 띠다. 5.유중혁 얼굴 6.대머리 의병장 머리,17,26108,284
0,10,2020-11-17 23:13,독자야 내눈에는 너가 중혁이보다 더 멋있다 앞으로도 노력해라,10,22697,104
0,10,2020-11-17 23:25,독자 표정이 한 대만 치고 싶은 표정이 아니라 죽여버리고 싶은 표정인데,2,15040,41
0,10,2020-11-17 23:07,모르시는 분들께 설명드릴게요!현재 네이버시리즈에서 전독시 소설 142화까지 무료로 보실 수 있습니다❤️ 11/21까지니까 그때까지 보세요!!!,18,14107,478
0,10,2020-11-17 23:18,"지금까지 《전지적 독자 시점》을 사랑해주셔서 감사합니다. 다음주부터 ""존잘 주인공이 혼자 다 해먹고 혼자 살아남고 혼자 떵떵거리는"" 《멸망한 세계에서 살아남는 세가지 방법》이 연재됩니다.",3,12784,90
0,10,2020-11-17 23:14,내가 죽을거라 했잖아 대사 유중혁이 마음속으로 생각한건데 전지적 독자시점 2단계로 독자가 생각이 들린거?? ㅠㅠㅠㅠ 기술 표현이 완전 좋다,0,0,0
0,10,2020-11-17 23:47,그 망한 소설을 3149화까지 본 28세 김 모씨,3,8973,37
0,10,2020-11-17 23:16,잘생기다 1.사람의 얼굴이나 풍채가 훤하여 보기에 썩 좋게 생기다. 2.물건의 모양이 미끈하여 보기에 좋게 생기다 3.유중혁 4.김독자 베댓님께서 독자를 빼먹으신거 같아서 ㅎㅎ,3,7540,139
0,10,2020-11-17 23:29,"저래놓고 다음화나 다다음화에 살아돌아와서는 깜짝 놀란 유중혁 보며 ""나 살아돌아왔다 중혁아~""하며 해맑게 웃으며 말 걸 독자 생각하니 웃음밖에 안나온다 ㅋㅋㅋㅋ",1,7383,142
0,10,2020-11-17 23:30,이길영 담담하게 괴수 쳐죽이고 자기 버리라는 말도 아무렇지 않게 하는 것이 정상 아닌 상태 딱 보이는데 김독자 앞에선 그래도 아이로 느껴지는 게... 저러니 형이라며 따를만하지,0,0,0
0,10,2020-11-17 23:19,하 얄미운건 얄미운거고 진짜 빛이나네.....하 썅 2D에 빠지면 답도 없는데;;;,1,5669,85
0,10,2020-11-17 23:49,내가 저기 들어가면 : 독자씨 저는 독자씨의 결말을 알고 왔습니다,2,5529,55
0,10,2020-11-17 23:19,http://3b2s.co.kr/?page_id=1477혹시 모르는분들 계실까봐 주섬주섬 올려보는 웹툰팀 비하인드(?)같은거.. 진짜 재밌고 귀여운거많으니까 한 번씩 봐주세요..,7,4025,63
0,10,2020-11-24 23:11,안나 왼쪽눈 역안일줄은 몰랐는데... 그냥 오드아이인줄 알았는데 역안 너무 좋아요 작가님 아 소장할걸...,22,31330,141
0,10,2020-11-24 23:11,아 길영이 네. 안가요. 하는거 겁나 단호박이네ㄱㅋㄱㅋㅋㄱㄱㄱㄲ,13,30372,68
0,10,2020-11-24 23:11,와 안나 크로프트 대악마의 눈동자 대박이다... 예전 어룡의 핵이랑 부러진 신념 교환한 사람...,4,20944,115
0,10,2020-11-24 23:20,중혁이가 신경쓸 정도로 길영이 능력이 꽤나 좋은것 같긴한데 어떤 능력인지 궁금하긴하네,26,20665,90
0,10,2020-11-24 23:22,안나 크로프트도 임팩트 크지만 독자 트라우마 구현한거도 임팩트가 만만치않네요 ㅎㄷㄷ작화팀 오늘도 열일하시네,0,0,0
0,10,2020-11-24 23:20,이렇게 재밌는데 아직 스토리 진행이애슐리로 따지면 접시도 잡기 전에 가게앞에서 대기중인 정도고 영화관으로 따지면 상영관 들어가기 전 예매할 영화 고르는 정도고 피시방으로 따지면 이제 막 들어갈 피시방 고르고 계단내려가는 정도.. 그니까 아직 시작도 안한정도라는게 안 믿긴다. 소설 읽기전에도 재밌었지만 읽고 나니까 기대돼서 더 재밌는거 같음..,7,13067,95
0,10,2020-11-24 23:33,아니 진짜 김독자 찐 예언자 만나자마자 사기치려는 거 실화냐고 ㅋㅋㅋㅋ 하도 사기치다보니 이젠 아예 디폴트 값이 되버렸어 ㅋㅋㅋㅋ,1,10349,47
0,10,2020-11-24 23:23,저 안나 언니는 시나리오 시작 전에 뭘 했길래 예언자가 되냐...,7,8596,37
0,10,2020-11-24 23:33,길영이 진짜 독자 좋아하는구나.....,3,7567,26
0,10,2020-11-24 23:42,"
클린봇이 부적절한 표현을 감지한 댓글입니다.",1,0,0
0,10,2020-11-24 23:44,안나 크로포트가 어떻게 생긴지 궁금했는데 저렇게 나오네 소설에 언급한 대악마의 눈이 저렇게 묘사되네진짜 소설보고 웹툰보면 작가님 진짜 묘사 잘한다,2,4454,50
0,10,2020-11-24 23:44,김독자 너람녀석 트라우마가 뭔데 피로 가득차있냐 뭔가 학생시절 왕따당한 이유에 가정환경도 포함되어있을것같음,6,4091,66
0,10,2020-11-24 23:56,대악마의 눈동자 사륜안 아니냐,1,2979,79
0,10,2020-11-25 17:28,저처럼 소설 다 읽었는데 다시 결제하는분 있음?,3,2786,32
0,10,2020-12-31 19:43,"스포러들 명단 박제(스포 보면 신고좀 해주세요)-갱신완료 ※스크롤 내리면 스포댓 있음 주의※ *전체 대형스포+ 상습 테러범(니들은 진짜 정신과 한번 가봐라) 응(쿠키 구워가며 스포하네..+대형스포+상습범+도배) Ksh (스포보기싫으면 전체댓 보지 말라고 욕 도배+스포 도배) 바랄걸바래 (위와 같음) jay (Yessayer랑 동일인물인듯?)-스포 도배 아타나샤 (19금 역겨운 발언) 안녕안녕 (대형스포) spo (대형스포+상습범+""꼬우면 5만원내고 소설 다보고오세요""+도배) hanm****(위와 같은""꼬우면~"" 발언. 스포 도배+대형스포) *그 외 스포러 kes wjd 7bde**** tmdc**** ih2o**** kukl**** 라리라나 pas 피겨요정장미란 굿 Ikwz 김현수 Danny 버리s 은혁 레디 충전기 HOTS 물개물개 jae jea dpn 김동환(주기적으로 하누..) 오가 chltjd1004 1111 환타보단사이다지 유현민 눈누난나 kth Ijch0804",1,185,5
0,9,2020-12-01 23:09,여러분 전독시 웹툰 단행본이 12월 중에 나온답니다 모두 자리에서 일어서서 앞구르기를 해주세요,52,25520,136
0,9,2020-12-01 23:14,근데 놀라운 사실을 하나 말하자면... 전독시 웹소설은 종이책은커녕 단행본도 안 나왔어요...,15,24230,104
0,9,2020-12-01 23:08,군용 베겟닛 냄새라닠ㅋㅋㅋㅋㅋㅋㅋㅋ너무햌ㅋㅋㅋㅋㅋㅋ,6,15633,94
0,9,2020-12-01 23:18,안그래도 눈 한쪽 없는 궁예 나머지 눈도 가려버렸네ㅠ,5,14582,69
0,9,2020-12-01 23:15,이쯤에서 소설영업한번 하고가죠 여러분 전독시는 소설로도 미칩니다 다음내용이 궁금하시죠? 소설가세요 스포당하고 봐도 재밌고 안당하고 봐도 재밌고 모르고 봐도 재밌는 전독시를 보세요 소설을 보고 보면 재미가 2배 감동도 2배!!! 중혁이와 독자의 미모를 글로도 경험할수있는 찬스! 지금 바로 만나보세요!?><☆☆☆,12,9908,196
0,9,2020-12-01 23:26,길영이 머리카락 속에 바선생들 있는 거 왜 뻘하게 충격적이짘ㅋㅋ? 글로 볼땐 별 생각 안 들었는데 그림으로 보니까 좀 충격이 왔엌ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4,9370,57
0,9,2020-12-01 23:25,기적의 주둥아리 김독자,4,6404,37
0,9,2020-12-01 23:25,현성형 근육최고! 이길영 미쳣냐고ㅜㅜㅜㅜㅜㅜㅜㅜ개귀엽다 이현성 so like 불곰,0,0,0
0,9,2020-12-01 23:23,이지혜는 여자들 걱정하는데 독자는 남자들 걱정하네ㅋㅋㅋㅋㅋ,2,4457,111
0,9,2020-12-02 00:10,어떤놈이 웹소설 추천해줬어 .. 덕분에 시험기간 날렸다 ....,0,0,0
0,9,2020-12-01 23:25,웹툰 단행본은 나왔는데 소설 단행본은 언제 나오는 걸까요... ㅜㅜㅜㅜ,0,0,0
0,9,2020-12-01 23:53,???:현성이형 근육최고,2,3717,43
0,9,2020-12-02 01:06,"작가님, 이지혜라는 인물은 이순신장군을 성좌로 품고있는 사람인데 검을 잡는 패도법이 일본식이네요ㅜㅜ 조선군들은 칼집을 손에 잡고 다니지 않고 띠돈을 사용하여 허리띠에 묶고 다녔습니다. 사소한 고증이지만 이런 하나하나 구현해주면 좋을꺼 같네요",8,3665,596
0,9,2020-12-01 23:41,궁옠ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ정희원개좋앜ㅋ,1,3237,37
0,9,2020-12-01 23:52,진짜 퀄리티도 좋고 분량도 많고 거기다 스토리도 탄탄하니...... 작가님들 정말 존경스럽습니다,0,0,0
0,9,2020-12-08 23:30,군인이고피지컬도 미쳤으며 정의로운 사람이 되고 싶으면서 방패를 주 무기로 쓰고 던지는 사람... 이현성의 배후성은 '아메리카의 엉덩이'가 아닐까?,62,67670,218
0,9,2020-12-08 23:37,아진짜 소설 댓글에서도 캐릭터들 배후성 예측은 많았는데 이현성 배후성 아메리카의 엉덩이는 처음 봄 미치겠다,6,37713,127
0,9,2020-12-08 23:12,그래 모자 벗기는건 진짜 너무 했다. 독자야,10,34113,105
0,9,2020-12-08 23:12,스포하는 쉑들 지가 김독자인줄 알고'이건 내가 아는 그 전개다..!!' ㅇㅈㄹ 하면서 스포하는거 역겨움ㅋㅋ,10,17042,165
0,9,2020-12-08 23:12,정희원 말은 미안하다인데 표정이 왜 전혀 아니냐 ㅋㅋㅋ,3,14352,85
0,9,2020-12-08 23:34,"[성좌, '대머리 의병장'이 공필두를 불쌍하게 여깁니다.][성좌, '긴고아의 죄수'가 '대머리 의병장'을 비웃습니다.] [성좌, '은밀한 모략가'가 두 성좌들을 안타깝게 바라봅니다.]",8,13029,105
0,9,2020-12-08 23:22,희원이 진짜 표정하고 내뱉는 대사 괴리감이 천지차이임 ㅋㅋㅋㅋㅋㅋ,0,0,0
0,9,2020-12-08 23:14,와 내가 소설 보면서 이현성 태산부수기 웹툰으로 어떻게 표현할까 했는데 이걸 이렇게 간지나게 그려주시면 감사합니다...,0,0,0
0,9,2020-12-08 23:25,???:그럼 우리 풍성했던 시기로 돌아가볼까??????:[불가능],6,7709,57
0,9,2020-12-08 23:36,김독자도 안 하는 스포를 니들이 왜 하냐,0,0,0
0,9,2020-12-08 23:45,마지막에 공필두가 누워있는걸 보면 역시 공필두는 '두발'이 없어서 못 서는게 분명해,4,6607,85
0,9,2020-12-08 23:47,유중혁: 얼굴에서 빛이 난다김독자: 전신에서 빛이 난다 공필두: 두피에서 빛이 난다 나: 빛이 나는 solo,7,6276,131
0,9,2020-12-08 23:29,마지막 독자 특유의 씨익하고 웃는거 너무 잘 그리셨엌ㅋㅋㅋㅋㅋ작가님 최고시다,0,0,0
0,9,2020-12-08 23:57,공필두씨는 왜 투블럭을 거꾸로 하셨습니까? 리버스 투블럭인가 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,4,5322,41
0,9,2020-12-09 22:32,"혹시나 아메리카의 엉덩이가 뭔지 모르실 분들을 위해 설명은 해드리겠습니다 최대한 짧게 설명하고 영화에 스포일러가 함유되어 있으니 읽을 때 주의해주세요! 우선 아메리카의 엉덩이는 영화 '어벤져스 : 엔드게임'에 등장한 미국대장 캡틴 아메리카의 일종의 별명입니다. 모종의 이유로 과거에 간 캡틴 아메리카가 과거 시간대의 본인과 만나서 얼떨결에 둘이 싸움이 일어나는데 이때 과거의 캡틴을 제압한 현재의 캡틴아메리카가 쓰러져있는 과거의 자신을 보고 이전에 동료들이 과거의 본인이 입고있는 슈트를 입고있으면 엉덩이가 부각된다, 저 정도는 되야 아메리카의 엉덩이다, 라는 말을 떠올리며 ""이 정도는 되야 아메리카의 엉덩이지""라면서 쓰러진 과거의 자신을 향해 찰진 개드립을 날린 게 인상깊게 남아서 이 영화의 찰진 명대사 중 하나로 남은 게 저렇게 불리게 된 계기입니다 댓글창 보면 가끔 모르시는 분들을 위해 TMI로 설명했습니다",4,308,4
0,9,2020-12-15 23:11,아무리봐도 독자 스킬에 사기꾼 레벌 만렙 찍은거같단말야 물론 난 그냥 넘어가지만,12,38682,78
0,9,2020-12-15 23:11,갠적으론 선동가 책갈피 안 써도 독자의 말재주면 충분히 선동 ㅆㄱㄴ이었을듯,16,31201,91
0,9,2020-12-15 23:14,아 세상에 비형이 소리질러서 독자 귀에서 피난 다음 컷에서 김독자 귀막고 ^-^ 이렇게 웃고있어요 진짜 개웃기다ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,9,23726,122
0,9,2020-12-15 23:15,흔한 웹툰: 너 내 동료가 되라!전독시: 너 내 노예가 되라,17,19499,179
0,9,2020-12-15 23:13,길영이 진짜 크르릉 거리는 거 봐 ㅎㅎ 완전 독자바라기 다 됬네,11,14796,95
0,9,2020-12-15 23:14,사실 독자 천인호 스킬 쓸 필요도 없던 거 아닐까?,0,0,0
0,9,2020-12-15 23:11,공필두 잘된거아님?? 이제 총알도 '모'자라는데,4,8618,106
0,9,2020-12-15 23:21,우리학교쌤이 친구잘사귀면 성공한다는게 이뜻인가?,1,7153,36
0,9,2020-12-16 00:00,은둔한 경제학도 저거 사명대사 동상부쉈을때 희열느꼈던 동국대학생 댓글아니냐? ㅋㅋㅋㅋ,9,6781,20
0,9,2020-12-15 23:33,"[성좌,화요일밤을 기다리는 자]가 전독시 웹툰에 자신이 등장해서 기분이 좋다고 환호성을 지릅니다",4,6351,56
0,9,2020-12-15 23:55,모든 게 부서지는 걸 좋아하는 은둔한 경제학도 -> 사명대사 동상 뽀갠 화에서 있는 베댓 중 사명대사 동상이 있는 동국대의 경제학과 학생 ㅋㅋㅋㅋ(부서지는 걸 보고 희열을 느꼈다함)작가님 베댓 다 보시는 거죠?? ㅋㅋㅋㅋ 그럼 조만간 제 아메리카의 엉덩이도... 크흠... 아닙니다,1,5861,33
0,9,2020-12-15 23:25,와 대박 은둔한 경제학도가 사명대사 동상 부술 때 베댓 닉이라니ㅋㅋㅋㅋㅋㅋ 웹툰 작가님들 센스 대박..,0,0,0
0,9,2020-12-16 00:12,김독자 진짜 여우같다 귀여워,2,3844,35
0,9,2020-12-16 00:16,하....공필두 불쌍하다......총알도 '모'자라고 '두발'도 없어서 도망도 못치고....불쌍하구나 필두야,2,3573,69
0,9,2020-12-16 00:08,전독시 웹소설은 모르지만 진짜 완벽한 웹툰인거같다.. 얼굴맛집에 개꿀잼ㅎㅎ,3,3276,22
0,9,2020-12-22 23:12,"툭 건드려도 스트레스 받아서 죽고, 소리 커도 스트레스 받아서 죽고, 동료가 죽어도 스트레스 받아서 죽고, 뭐만 해도 스트레스를 받아서 죽는 개복치는 사실 한 가지 반전이 있습니다. 바로 몸은 튼튼하다는 건데요, 과연 인간계의 개복치 유중혁이 보여줄 개복치 루트는 어떨까요? 그 귀추가 참으로 기대됩니다.",21,40416,100
